,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,y
790,7.4,0.37,0.43,2.6,0.082,18.0,82.0,0.99708,3.33,0.68,9.7,8.31,8.15,15.14,0.83,1.08,1.25,1.11,1.14,1.04,3.55,5.36,3.14,0.59,0.87,0.87,36.26,18.19,18.09,82.19,82.91,82.97,1.87,2.39,2.4,3.97,3.34,3.35,1.6,1.36,2.15,10.11,10.46,19.97,6
791,8.8,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,3.23,0.54,9.6,9.71,9.55,17.94,1.37,1.35,1.79,0.85,0.88,0.52,3.85,5.96,3.44,0.6,0.87,0.87,50.26,25.19,25.09,130.19,130.91,130.97,1.87,2.4,2.41,3.87,3.24,3.25,1.32,1.22,1.87,10.01,10.36,19.77,5
792,7.1,0.61,0.02,2.5,0.081,17.0,87.0,0.99745,3.48,0.6,9.7,8.01,7.85,14.54,1.31,1.32,1.73,0.7,0.73,0.22,3.45,5.16,3.04,0.59,0.87,0.87,34.26,17.19,17.09,87.19,87.91,87.97,1.87,2.4,2.4,4.12,3.49,3.5,1.44,1.28,1.99,10.11,10.46,19.97,6
793,7.7,0.6,0.0,2.6,0.055,7.0,13.0,0.99639,3.38,0.56,10.8,8.61,8.45,15.74,1.29,1.31,1.71,0.68,0.71,0.18,3.55,5.36,3.14,0.54,0.81,0.84,14.26,7.19,7.09,13.19,13.91,13.97,1.86,2.39,2.4,4.02,3.39,3.4,1.36,1.24,1.91,11.21,11.56,22.17,5
794,10.1,0.27,0.54,2.3,0.065,7.0,26.0,0.99531,3.17,0.53,12.5,11.01,10.85,20.54,0.63,0.98,1.05,1.22,1.25,1.26,3.25,4.76,2.84,0.56,0.83,0.85,14.26,7.19,7.09,26.19,26.91,26.97,1.86,2.39,2.4,3.81,3.18,3.19,1.3,1.21,1.85,12.91,13.26,25.57,6
795,10.8,0.89,0.3,2.6,0.132,7.0,60.0,0.99786,2.99,1.18,10.2,11.71,11.55,21.94,1.87,1.6,2.29,0.98,1.01,0.78,3.55,5.36,3.14,0.69,0.97,0.92,14.26,7.19,7.09,60.19,60.91,60.97,1.87,2.4,2.41,3.63,3.0,3.01,2.6,1.86,3.15,10.61,10.96,20.97,5
796,8.7,0.46,0.31,2.5,0.126,24.0,64.0,0.99746,3.1,0.74,9.6,9.61,9.45,17.74,1.01,1.17,1.43,0.99,1.02,0.8,3.45,5.16,3.04,0.68,0.96,0.91,48.26,24.19,24.09,64.19,64.91,64.97,1.87,2.4,2.4,3.74,3.11,3.12,1.72,1.42,2.27,10.01,10.36,19.77,5
797,9.3,0.37,0.44,1.6,0.038,21.0,42.0,0.99526,3.24,0.81,10.8,10.21,10.05,18.94,0.83,1.08,1.25,1.12,1.15,1.06,2.55,3.36,2.14,0.5,0.78,0.83,42.26,21.19,21.09,42.19,42.91,42.97,1.86,2.39,2.4,3.88,3.25,3.26,1.86,1.49,2.41,11.21,11.56,22.17,7
798,9.4,0.5,0.34,3.6,0.082,5.0,14.0,0.9987,3.29,0.52,10.7,10.31,10.15,19.14,1.09,1.21,1.51,1.02,1.05,0.86,4.55,7.36,4.14,0.59,0.87,0.87,10.26,5.19,5.09,14.19,14.91,14.97,1.87,2.4,2.41,3.93,3.3,3.31,1.28,1.2,1.83,11.11,11.46,21.97,6
799,9.4,0.5,0.34,3.6,0.082,5.0,14.0,0.9987,3.29,0.52,10.7,10.31,10.15,19.14,1.09,1.21,1.51,1.02,1.05,0.86,4.55,7.36,4.14,0.59,0.87,0.87,10.26,5.19,5.09,14.19,14.91,14.97,1.87,2.4,2.41,3.93,3.3,3.31,1.28,1.2,1.83,11.11,11.46,21.97,6
800,7.2,0.61,0.08,4.0,0.082,26.0,108.0,0.99641,3.25,0.51,9.4,8.11,7.95,14.74,1.31,1.32,1.73,0.76,0.79,0.34,4.95,8.16,4.54,0.59,0.87,0.87,52.26,26.19,26.09,108.19,108.91,108.97,1.86,2.39,2.4,3.89,3.26,3.27,1.26,1.19,1.81,9.81,10.16,19.37,5
801,8.6,0.55,0.09,3.3,0.068,8.0,17.0,0.99735,3.23,0.44,10.0,9.51,9.35,17.54,1.19,1.26,1.61,0.77,0.8,0.36,4.25,6.76,3.84,0.56,0.84,0.86,16.26,8.19,8.09,17.19,17.91,17.97,1.87,2.4,2.4,3.87,3.24,3.25,1.12,1.12,1.67,10.41,10.76,20.57,5
802,5.1,0.585,0.0,1.7,0.044,14.0,86.0,0.99264,3.56,0.94,12.9,6.01,5.85,10.54,1.26,1.3,1.68,0.68,0.71,0.18,2.65,3.56,2.24,0.52,0.79,0.83,28.26,14.19,14.09,86.19,86.91,86.97,1.86,2.39,2.4,4.2,3.57,3.58,2.12,1.62,2.67,13.31,13.66,26.37,7
803,7.7,0.56,0.08,2.5,0.114,14.0,46.0,0.9971,3.24,0.66,9.6,8.61,8.45,15.74,1.21,1.27,1.63,0.76,0.79,0.34,3.45,5.16,3.04,0.66,0.93,0.9,28.26,14.19,14.09,46.19,46.91,46.97,1.87,2.39,2.4,3.88,3.25,3.26,1.56,1.34,2.11,10.01,10.36,19.77,6
804,8.4,0.52,0.22,2.7,0.084,4.0,18.0,0.99682,3.26,0.57,9.9,9.31,9.15,17.14,1.13,1.23,1.55,0.9,0.93,0.62,3.65,5.56,3.24,0.6,0.87,0.87,8.26,4.19,4.09,18.19,18.91,18.97,1.86,2.39,2.4,3.9,3.27,3.28,1.38,1.25,1.93,10.31,10.66,20.37,6
805,8.2,0.28,0.4,2.4,0.052,4.0,10.0,0.99356,3.33,0.7,12.8,9.11,8.95,16.74,0.65,0.99,1.07,1.08,1.11,0.98,3.35,4.96,2.94,0.53,0.81,0.84,8.26,4.19,4.09,10.19,10.91,10.97,1.86,2.39,2.4,3.97,3.34,3.35,1.64,1.38,2.19,13.21,13.56,26.17,7
806,8.4,0.25,0.39,2.0,0.041,4.0,10.0,0.99386,3.27,0.71,12.5,9.31,9.15,17.14,0.59,0.96,1.01,1.07,1.1,0.96,2.95,4.16,2.54,0.51,0.79,0.83,8.26,4.19,4.09,10.19,10.91,10.97,1.86,2.39,2.4,3.91,3.28,3.29,1.66,1.39,2.21,12.91,13.26,25.57,7
807,8.2,0.28,0.4,2.4,0.052,4.0,10.0,0.99356,3.33,0.7,12.8,9.11,8.95,16.74,0.65,0.99,1.07,1.08,1.11,0.98,3.35,4.96,2.94,0.53,0.81,0.84,8.26,4.19,4.09,10.19,10.91,10.97,1.86,2.39,2.4,3.97,3.34,3.35,1.64,1.38,2.19,13.21,13.56,26.17,7
808,7.4,0.53,0.12,1.9,0.165,4.0,12.0,0.99702,3.26,0.86,9.2,8.31,8.15,15.14,1.15,1.24,1.57,0.8,0.83,0.42,2.85,3.96,2.44,0.76,1.03,0.95,8.26,4.19,4.09,12.19,12.91,12.97,1.87,2.39,2.4,3.9,3.27,3.28,1.96,1.54,2.51,9.61,9.96,18.97,5
809,7.6,0.48,0.31,2.8,0.07,4.0,15.0,0.99693,3.22,0.55,10.3,8.51,8.35,15.54,1.05,1.19,1.47,0.99,1.02,0.8,3.75,5.76,3.34,0.57,0.84,0.86,8.26,4.19,4.09,15.19,15.91,15.97,1.86,2.39,2.4,3.86,3.23,3.24,1.34,1.23,1.89,10.71,11.06,21.17,6
810,7.3,0.49,0.1,2.6,0.068,4.0,14.0,0.99562,3.3,0.47,10.5,8.21,8.05,14.94,1.07,1.2,1.49,0.78,0.81,0.38,3.55,5.36,3.14,0.56,0.84,0.86,8.26,4.19,4.09,14.19,14.91,14.97,1.86,2.39,2.4,3.94,3.31,3.32,1.18,1.15,1.73,10.91,11.26,21.57,5
811,12.9,0.5,0.55,2.8,0.072,7.0,24.0,1.00012,3.09,0.68,10.9,13.81,13.65,26.14,1.09,1.21,1.51,1.23,1.26,1.28,3.75,5.76,3.34,0.57,0.85,0.86,14.26,7.19,7.09,24.19,24.91,24.97,1.87,2.4,2.41,3.73,3.1,3.11,1.6,1.36,2.15,11.31,11.66,22.37,6
812,10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,11.71,11.55,21.94,0.99,1.16,1.41,1.01,1.04,0.84,3.45,5.16,3.04,0.63,0.9,0.89,40.26,20.19,20.09,38.19,38.91,38.97,1.87,2.4,2.41,3.88,3.25,3.26,1.66,1.39,2.21,11.21,11.56,22.17,5
813,6.9,0.39,0.24,2.1,0.102,4.0,7.0,0.99462,3.44,0.58,11.4,7.81,7.65,14.14,0.87,1.1,1.29,0.92,0.95,0.66,3.05,4.36,2.64,0.63,0.91,0.89,8.26,4.19,4.09,7.19,7.91,7.97,1.86,2.39,2.4,4.08,3.45,3.46,1.4,1.26,1.95,11.81,12.16,23.37,4
814,12.6,0.41,0.54,2.8,0.103,19.0,41.0,0.99939,3.21,0.76,11.3,13.51,13.35,25.54,0.91,1.12,1.33,1.22,1.25,1.26,3.75,5.76,3.34,0.63,0.91,0.89,38.26,19.19,19.09,41.19,41.91,41.97,1.87,2.4,2.41,3.85,3.22,3.23,1.76,1.44,2.31,11.71,12.06,23.17,6
815,10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,11.71,11.55,21.94,0.99,1.16,1.41,1.01,1.04,0.84,3.45,5.16,3.04,0.63,0.9,0.89,40.26,20.19,20.09,38.19,38.91,38.97,1.87,2.4,2.41,3.88,3.25,3.26,1.66,1.39,2.21,11.21,11.56,22.17,5
816,9.8,0.51,0.19,3.2,0.081,8.0,30.0,0.9984,3.23,0.58,10.5,10.71,10.55,19.94,1.11,1.22,1.53,0.87,0.9,0.56,4.15,6.56,3.74,0.59,0.87,0.87,16.26,8.19,8.09,30.19,30.91,30.97,1.87,2.4,2.41,3.87,3.24,3.25,1.4,1.26,1.95,10.91,11.26,21.57,6
817,10.8,0.29,0.42,1.6,0.084,19.0,27.0,0.99545,3.28,0.73,11.9,11.71,11.55,21.94,0.67,1.0,1.09,1.1,1.13,1.02,2.55,3.36,2.14,0.6,0.87,0.87,38.26,19.19,19.09,27.19,27.91,27.97,1.86,2.39,2.4,3.92,3.29,3.3,1.7,1.41,2.25,12.31,12.66,24.37,6
818,7.1,0.715,0.0,2.35,0.071,21.0,47.0,0.99632,3.29,0.45,9.4,8.01,7.85,14.54,1.52,1.43,1.94,0.68,0.71,0.18,3.3,4.86,2.89,0.57,0.85,0.86,42.26,21.19,21.09,47.19,47.91,47.97,1.86,2.39,2.4,3.93,3.3,3.31,1.14,1.13,1.69,9.81,10.16,19.37,5
819,9.1,0.66,0.15,3.2,0.097,9.0,59.0,0.99976,3.28,0.54,9.6,10.01,9.85,18.54,1.41,1.37,1.83,0.83,0.86,0.48,4.15,6.56,3.74,0.62,0.9,0.88,18.26,9.19,9.09,59.19,59.91,59.97,1.87,2.4,2.41,3.92,3.29,3.3,1.32,1.22,1.87,10.01,10.36,19.77,5
820,7.0,0.685,0.0,1.9,0.099,9.0,22.0,0.99606,3.34,0.6,9.7,7.91,7.75,14.34,1.46,1.4,1.88,0.68,0.71,0.18,2.85,3.96,2.44,0.63,0.9,0.89,18.26,9.19,9.09,22.19,22.91,22.97,1.86,2.39,2.4,3.98,3.35,3.36,1.44,1.28,1.99,10.11,10.46,19.97,5
821,4.9,0.42,0.0,2.1,0.048,16.0,42.0,0.99154,3.71,0.74,14.0,5.81,5.65,10.14,0.93,1.13,1.35,0.68,0.71,0.18,3.05,4.36,2.64,0.52,0.8,0.84,32.26,16.19,16.09,42.19,42.91,42.97,1.86,2.38,2.39,4.35,3.72,3.73,1.72,1.42,2.27,14.41,14.76,28.57,7
822,6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,7.61,7.45,13.74,1.17,1.25,1.59,0.81,0.84,0.44,2.95,4.16,2.54,0.58,0.86,0.86,30.26,15.19,15.09,36.19,36.91,36.97,1.87,2.4,2.4,4.25,3.62,3.63,1.52,1.32,2.07,10.21,10.56,20.17,5
823,6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,7.61,7.45,13.74,1.17,1.25,1.59,0.81,0.84,0.44,2.95,4.16,2.54,0.58,0.86,0.86,30.26,15.19,15.09,36.19,36.91,36.97,1.87,2.4,2.4,4.25,3.62,3.63,1.52,1.32,2.07,10.21,10.56,20.17,5
824,7.1,0.48,0.28,2.8,0.068,6.0,16.0,0.99682,3.24,0.53,10.3,8.01,7.85,14.54,1.05,1.19,1.47,0.96,0.99,0.74,3.75,5.76,3.34,0.56,0.84,0.86,12.26,6.19,6.09,16.19,16.91,16.97,1.86,2.39,2.4,3.88,3.25,3.26,1.3,1.21,1.85,10.71,11.06,21.17,5
825,7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,8.01,7.85,14.54,1.01,1.17,1.43,0.82,0.85,0.46,3.75,5.76,3.34,0.58,0.86,0.86,30.26,15.19,15.09,37.19,37.91,37.97,1.86,2.39,2.4,4.0,3.37,3.38,1.22,1.17,1.77,11.11,11.46,21.97,5
826,7.5,0.27,0.34,2.3,0.05,4.0,8.0,0.9951,3.4,0.64,11.0,8.41,8.25,15.34,0.63,0.98,1.05,1.02,1.05,0.86,3.25,4.76,2.84,0.53,0.8,0.84,8.26,4.19,4.09,8.19,8.91,8.97,1.86,2.39,2.4,4.04,3.41,3.42,1.52,1.32,2.07,11.41,11.76,22.57,7
827,7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,8.01,7.85,14.54,1.01,1.17,1.43,0.82,0.85,0.46,3.75,5.76,3.34,0.58,0.86,0.86,30.26,15.19,15.09,37.19,37.91,37.97,1.86,2.39,2.4,4.0,3.37,3.38,1.22,1.17,1.77,11.11,11.46,21.97,5
828,7.8,0.57,0.09,2.3,0.065,34.0,45.0,0.99417,3.46,0.74,12.7,8.71,8.55,15.94,1.23,1.28,1.65,0.77,0.8,0.36,3.25,4.76,2.84,0.56,0.83,0.85,68.26,34.19,34.09,45.19,45.91,45.97,1.86,2.39,2.4,4.1,3.47,3.48,1.72,1.42,2.27,13.11,13.46,25.97,8
829,5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,6.81,6.65,12.14,1.31,1.32,1.73,0.76,0.79,0.34,3.05,4.36,2.64,0.57,0.85,0.86,32.26,16.19,16.09,24.19,24.91,24.97,1.86,2.39,2.4,4.2,3.57,3.58,1.78,1.45,2.33,11.51,11.86,22.77,6
830,7.5,0.685,0.07,2.5,0.058,5.0,9.0,0.99632,3.38,0.55,10.9,8.41,8.25,15.34,1.46,1.4,1.88,0.75,0.78,0.32,3.45,5.16,3.04,0.54,0.82,0.85,10.26,5.19,5.09,9.19,9.91,9.97,1.86,2.39,2.4,4.02,3.39,3.4,1.34,1.23,1.89,11.31,11.66,22.37,4
831,5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,6.81,6.65,12.14,1.31,1.32,1.73,0.76,0.79,0.34,3.05,4.36,2.64,0.57,0.85,0.86,32.26,16.19,16.09,24.19,24.91,24.97,1.86,2.39,2.4,4.2,3.57,3.58,1.78,1.45,2.33,11.51,11.86,22.77,6
832,10.4,0.44,0.42,1.5,0.145,34.0,48.0,0.99832,3.38,0.86,9.9,11.31,11.15,21.14,0.97,1.15,1.39,1.1,1.13,1.02,2.45,3.16,2.04,0.72,0.99,0.93,68.26,34.19,34.09,48.19,48.91,48.97,1.87,2.4,2.41,4.02,3.39,3.4,1.96,1.54,2.51,10.31,10.66,20.37,3
833,11.6,0.47,0.44,1.6,0.147,36.0,51.0,0.99836,3.38,0.86,9.9,12.51,12.35,23.54,1.03,1.18,1.45,1.12,1.15,1.06,2.55,3.36,2.14,0.72,1.0,0.93,72.26,36.19,36.09,51.19,51.91,51.97,1.87,2.4,2.41,4.02,3.39,3.4,1.96,1.54,2.51,10.31,10.66,20.37,4
834,8.8,0.685,0.26,1.6,0.088,16.0,23.0,0.99694,3.32,0.47,9.4,9.71,9.55,17.94,1.46,1.4,1.88,0.94,0.97,0.7,2.55,3.36,2.14,0.6,0.88,0.88,32.26,16.19,16.09,23.19,23.91,23.97,1.87,2.39,2.4,3.96,3.33,3.34,1.18,1.15,1.73,9.81,10.16,19.37,5
835,7.6,0.665,0.1,1.5,0.066,27.0,55.0,0.99655,3.39,0.51,9.3,8.51,8.35,15.54,1.42,1.38,1.84,0.78,0.81,0.38,2.45,3.16,2.04,0.56,0.84,0.85,54.26,27.19,27.09,55.19,55.91,55.97,1.86,2.39,2.4,4.03,3.4,3.41,1.26,1.19,1.81,9.71,10.06,19.17,5
836,6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7.61,7.45,13.74,0.65,0.99,1.07,0.96,0.99,0.74,3.35,4.96,2.94,0.45,0.73,0.8,72.26,36.19,36.09,100.19,100.91,100.97,1.86,2.38,2.39,3.9,3.27,3.28,1.02,1.07,1.57,12.11,12.46,23.97,7
837,6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7.61,7.45,13.74,0.65,0.99,1.07,0.96,0.99,0.74,3.35,4.96,2.94,0.45,0.73,0.8,72.26,36.19,36.09,100.19,100.91,100.97,1.86,2.38,2.39,3.9,3.27,3.28,1.02,1.07,1.57,12.11,12.46,23.97,7
838,10.1,0.31,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83,11.2,11.01,10.85,20.54,0.71,1.02,1.13,1.03,1.06,0.88,2.55,3.36,2.14,0.58,0.85,0.86,18.26,9.19,9.09,28.19,28.91,28.97,1.86,2.39,2.4,3.88,3.25,3.26,1.9,1.51,2.45,11.61,11.96,22.97,7
839,6.0,0.5,0.04,2.2,0.092,13.0,26.0,0.99647,3.46,0.47,10.0,6.91,6.75,12.34,1.09,1.21,1.51,0.72,0.75,0.26,3.15,4.56,2.74,0.61,0.89,0.88,26.26,13.19,13.09,26.19,26.91,26.97,1.86,2.39,2.4,4.1,3.47,3.48,1.18,1.15,1.73,10.41,10.76,20.57,5
840,11.1,0.42,0.47,2.65,0.085,9.0,34.0,0.99736,3.24,0.77,12.1,12.01,11.85,22.54,0.93,1.13,1.35,1.15,1.18,1.12,3.6,5.46,3.19,0.6,0.87,0.87,18.26,9.19,9.09,34.19,34.91,34.97,1.87,2.4,2.4,3.88,3.25,3.26,1.78,1.45,2.33,12.51,12.86,24.77,7
841,6.6,0.66,0.0,3.0,0.115,21.0,31.0,0.99629,3.45,0.63,10.3,7.51,7.35,13.54,1.41,1.37,1.83,0.68,0.71,0.18,3.95,6.16,3.54,0.66,0.93,0.9,42.26,21.19,21.09,31.19,31.91,31.97,1.86,2.39,2.4,4.09,3.46,3.47,1.5,1.31,2.05,10.71,11.06,21.17,5
842,10.6,0.5,0.45,2.6,0.119,34.0,68.0,0.99708,3.23,0.72,10.9,11.51,11.35,21.54,1.09,1.21,1.51,1.13,1.16,1.08,3.55,5.36,3.14,0.67,0.94,0.91,68.26,34.19,34.09,68.19,68.91,68.97,1.87,2.39,2.4,3.87,3.24,3.25,1.68,1.4,2.23,11.31,11.66,22.37,6
843,7.1,0.685,0.35,2.0,0.088,9.0,92.0,0.9963,3.28,0.62,9.4,8.01,7.85,14.54,1.46,1.4,1.88,1.03,1.06,0.88,2.95,4.16,2.54,0.6,0.88,0.88,18.26,9.19,9.09,92.19,92.91,92.97,1.86,2.39,2.4,3.92,3.29,3.3,1.48,1.3,2.03,9.81,10.16,19.37,5
844,9.9,0.25,0.46,1.7,0.062,26.0,42.0,0.9959,3.18,0.83,10.6,10.81,10.65,20.14,0.59,0.96,1.01,1.14,1.17,1.1,2.65,3.56,2.24,0.55,0.83,0.85,52.26,26.19,26.09,42.19,42.91,42.97,1.86,2.39,2.4,3.82,3.19,3.2,1.9,1.51,2.45,11.01,11.36,21.77,6
845,6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,7.31,7.15,13.14,1.37,1.35,1.79,0.89,0.92,0.6,2.75,3.76,2.34,0.59,0.87,0.87,28.26,14.19,14.09,31.19,31.91,31.97,1.86,2.39,2.4,4.23,3.6,3.61,1.56,1.34,2.11,10.21,10.56,20.17,5
846,6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,7.31,7.15,13.14,1.37,1.35,1.79,0.89,0.92,0.6,2.75,3.76,2.34,0.59,0.87,0.87,28.26,14.19,14.09,31.19,31.91,31.97,1.86,2.39,2.4,4.23,3.6,3.61,1.56,1.34,2.11,10.21,10.56,20.17,5
847,7.4,0.68,0.16,1.8,0.078,12.0,39.0,0.9977,3.5,0.7,9.9,8.31,8.15,15.14,1.45,1.39,1.87,0.84,0.87,0.5,2.75,3.76,2.34,0.58,0.86,0.87,24.26,12.19,12.09,39.19,39.91,39.97,1.87,2.4,2.41,4.14,3.51,3.52,1.64,1.38,2.19,10.31,10.66,20.37,6
848,6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,7.31,7.15,13.14,1.37,1.35,1.79,0.89,0.92,0.6,2.75,3.76,2.34,0.59,0.87,0.87,28.26,14.19,14.09,31.19,31.91,31.97,1.86,2.39,2.4,4.23,3.6,3.61,1.56,1.34,2.11,10.21,10.56,20.17,5
849,6.4,0.63,0.21,1.6,0.08,12.0,32.0,0.99689,3.58,0.66,9.8,7.31,7.15,13.14,1.35,1.34,1.77,0.89,0.92,0.6,2.55,3.36,2.14,0.59,0.86,0.87,24.26,12.19,12.09,32.19,32.91,32.97,1.86,2.39,2.4,4.22,3.59,3.6,1.56,1.34,2.11,10.21,10.56,20.17,5
850,9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,10.21,10.05,18.94,0.95,1.14,1.37,1.12,1.15,1.06,2.85,3.96,2.44,0.6,0.87,0.87,18.26,9.19,9.09,22.19,22.91,22.97,1.87,2.39,2.4,3.92,3.29,3.3,1.34,1.23,1.89,9.91,10.26,19.57,5
851,9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,10.21,10.05,18.94,0.95,1.14,1.37,1.12,1.15,1.06,2.85,3.96,2.44,0.6,0.87,0.87,18.26,9.19,9.09,22.19,22.91,22.97,1.87,2.39,2.4,3.92,3.29,3.3,1.34,1.23,1.89,9.91,10.26,19.57,5
852,8.0,0.42,0.32,2.5,0.08,26.0,122.0,0.99801,3.22,1.07,9.7,8.91,8.75,16.34,0.93,1.13,1.35,1.0,1.03,0.82,3.45,5.16,3.04,0.59,0.86,0.87,52.26,26.19,26.09,122.19,122.91,122.97,1.87,2.4,2.41,3.86,3.23,3.24,2.38,1.75,2.93,10.11,10.46,19.97,5
853,9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,10.21,10.05,18.94,0.81,1.07,1.23,1.07,1.1,0.96,2.45,3.16,2.04,0.59,0.86,0.87,82.26,41.19,41.09,55.19,55.91,55.97,1.86,2.39,2.4,4.11,3.48,3.49,1.7,1.41,2.25,11.31,11.66,22.37,6
854,9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,10.21,10.05,18.94,0.81,1.07,1.23,1.07,1.1,0.96,2.45,3.16,2.04,0.59,0.86,0.87,82.26,41.19,41.09,55.19,55.91,55.97,1.86,2.39,2.4,4.11,3.48,3.49,1.7,1.41,2.25,11.31,11.66,22.37,6
855,7.6,0.735,0.02,2.5,0.071,10.0,14.0,0.99538,3.51,0.71,11.7,8.51,8.35,15.54,1.56,1.45,1.98,0.7,0.73,0.22,3.45,5.16,3.04,0.57,0.85,0.86,20.26,10.19,10.09,14.19,14.91,14.97,1.86,2.39,2.4,4.15,3.52,3.53,1.66,1.39,2.21,12.11,12.46,23.97,7
856,9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,10.21,10.05,18.94,0.81,1.07,1.23,1.07,1.1,0.96,2.45,3.16,2.04,0.59,0.86,0.87,82.26,41.19,41.09,55.19,55.91,55.97,1.86,2.39,2.4,4.11,3.48,3.49,1.7,1.41,2.25,11.31,11.66,22.37,6
857,8.2,0.26,0.34,2.5,0.073,16.0,47.0,0.99594,3.4,0.78,11.3,9.11,8.95,16.74,0.61,0.97,1.03,1.02,1.05,0.86,3.45,5.16,3.04,0.57,0.85,0.86,32.26,16.19,16.09,47.19,47.91,47.97,1.86,2.39,2.4,4.04,3.41,3.42,1.8,1.46,2.35,11.71,12.06,23.17,7
858,11.7,0.28,0.47,1.7,0.054,17.0,32.0,0.99686,3.15,0.67,10.6,12.61,12.45,23.74,0.65,0.99,1.07,1.15,1.18,1.12,2.65,3.56,2.24,0.54,0.81,0.84,34.26,17.19,17.09,32.19,32.91,32.97,1.86,2.39,2.4,3.79,3.16,3.17,1.58,1.35,2.13,11.01,11.36,21.77,7
859,6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,7.71,7.55,13.94,1.21,1.27,1.63,0.9,0.93,0.62,2.75,3.76,2.34,0.58,0.85,0.86,30.26,15.19,15.09,24.19,24.91,24.97,1.86,2.39,2.4,4.04,3.41,3.42,1.88,1.5,2.43,11.61,11.96,22.97,6
860,7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,8.11,7.95,14.74,1.33,1.33,1.75,0.74,0.77,0.3,3.65,5.56,3.24,0.58,0.86,0.86,30.26,15.19,15.09,85.19,85.91,85.97,1.87,2.4,2.4,4.15,3.52,3.53,1.32,1.22,1.87,9.91,10.26,19.57,5
861,5.8,1.01,0.66,2.0,0.039,15.0,88.0,0.99357,3.66,0.6,11.5,6.71,6.55,11.94,2.11,1.72,2.53,1.34,1.37,1.5,2.95,4.16,2.54,0.51,0.78,0.83,30.26,15.19,15.09,88.19,88.91,88.97,1.86,2.39,2.4,4.3,3.67,3.68,1.44,1.28,1.99,11.91,12.26,23.57,6
862,7.5,0.42,0.32,2.7,0.067,7.0,25.0,0.99628,3.24,0.44,10.4,8.41,8.25,15.34,0.93,1.13,1.35,1.0,1.03,0.82,3.65,5.56,3.24,0.56,0.84,0.85,14.26,7.19,7.09,25.19,25.91,25.97,1.86,2.39,2.4,3.88,3.25,3.26,1.12,1.12,1.67,10.81,11.16,21.37,5
863,7.2,0.62,0.06,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,9.7,8.11,7.95,14.74,1.33,1.33,1.75,0.74,0.77,0.3,3.45,5.16,3.04,0.58,0.86,0.87,34.26,17.19,17.09,84.19,84.91,84.97,1.87,2.4,2.4,4.15,3.52,3.53,1.3,1.21,1.85,10.11,10.46,19.97,5
864,7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,8.11,7.95,14.74,1.33,1.33,1.75,0.74,0.77,0.3,3.65,5.56,3.24,0.58,0.86,0.86,30.26,15.19,15.09,85.19,85.91,85.97,1.87,2.4,2.4,4.15,3.52,3.53,1.32,1.22,1.87,9.91,10.26,19.57,5
865,7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.99748,3.51,0.54,9.7,8.11,7.95,14.74,1.36,1.35,1.78,0.75,0.78,0.32,3.55,5.36,3.14,0.58,0.86,0.86,32.26,16.19,16.09,86.19,86.91,86.97,1.87,2.4,2.4,4.15,3.52,3.53,1.32,1.22,1.87,10.11,10.46,19.97,5
